longitude,latitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
106.5371,-2.8381,304.7,1.4,1.2,2023-11-09,1439,Terra,MODIS,46,61.03,292.9,6.8,N,0
106.5247,-2.8398,310.6,1.4,1.2,2023-11-09,1439,Terra,MODIS,80,61.03,293.3,13.2,N,0
106.5233,-2.8294,306.1,1.4,1.2,2023-11-09,1439,Terra,MODIS,67,61.03,292.7,8.5,N,0
106.5305,-2.8318,310.7,1.4,1.2,2023-11-09,1439,Terra,MODIS,81,61.03,293,13.5,N,0
106.487,-2.746,303.2,1.4,1.2,2023-11-09,1439,Terra,MODIS,54,61.03,291.3,6.6,N,0
105.9426,-1.7151,314.7,1.1,1,2023-11-10,0301,Terra,MODIS,54,61.03,292.6,9.3,D,0
106.3955,-2.6377,326.4,1.2,1.1,2023-11-10,0301,Terra,MODIS,80,61.03,296.8,22.8,D,0
105.9625,-2.059,322.6,1.4,1.2,2023-11-10,0638,Aqua,MODIS,71,61.03,290,26.6,D,0
105.8712,-2.0615,318.7,1.5,1.2,2023-11-10,0638,Aqua,MODIS,66,61.03,292.6,18.9,D,0
105.9331,-1.9826,311.5,1.4,1.2,2023-11-10,0638,Aqua,MODIS,36,61.03,294,8.8,D,0
106.3292,-2.4563,315.8,1.3,1.1,2023-11-13,0704,Aqua,MODIS,42,61.03,294.4,7.5,D,0
106.3181,-2.4579,322.4,1.3,1.1,2023-11-13,0704,Aqua,MODIS,68,61.03,293.6,15.9,D,0
106.1583,-2.441,317.9,1.2,1.1,2023-11-13,0704,Aqua,MODIS,63,61.03,296.4,10.3,D,0
105.9565,-2.1715,311,1.4,1.2,2023-11-15,0308,Terra,MODIS,50,61.03,292.1,6.2,D,0
106.7415,-2.5841,328.3,1,1,2023-11-15,0649,Aqua,MODIS,83,61.03,286.4,18.8,D,0
106.4708,-2.8545,325.7,1,1,2023-11-15,0649,Aqua,MODIS,82,61.03,287,19.6,D,0
106.4618,-2.8558,309.6,1,1,2023-11-15,0649,Aqua,MODIS,58,61.03,284.4,5,D,0
106.2354,-2.8882,322,1,1,2023-11-15,0649,Aqua,MODIS,0,61.03,287.5,14.3,D,0
106.4217,-2.8146,306.7,1,1,2023-11-15,0649,Aqua,MODIS,43,61.03,276.3,4.5,D,0
106.7326,-2.5854,318.2,1,1,2023-11-15,0649,Aqua,MODIS,69,61.03,287,8.1,D,0
105.4156,-1.6511,315.6,1.1,1,2023-11-15,0649,Aqua,MODIS,68,61.03,298.7,5.8,D,0
105.7614,-2.0439,319.8,1,1,2023-11-15,0649,Aqua,MODIS,72,61.03,298.9,9,D,0
105.7707,-2.0426,319.6,1,1,2023-11-15,0649,Aqua,MODIS,72,61.03,298.8,9.1,D,0
106.1298,-2.2398,324.6,1,1,2023-11-15,0649,Aqua,MODIS,78,61.03,285.6,20.8,D,0
106.082,-2.4035,320.3,1,1,2023-11-15,0649,Aqua,MODIS,73,61.03,291.2,12.6,D,0
106.0911,-2.4021,317.1,1,1,2023-11-15,0649,Aqua,MODIS,68,61.03,291.6,9.2,D,0
106.0481,-2.4268,317.5,1,1,2023-11-15,0649,Aqua,MODIS,69,61.03,288.2,10,D,0
106.0572,-2.4255,334.2,1,1,2023-11-15,0649,Aqua,MODIS,86,61.03,289.4,29.9,D,0
106.0585,-2.4345,316.4,1,1,2023-11-15,0649,Aqua,MODIS,66,61.03,288.9,9.1,D,0
106.1593,-2.4471,314.7,1,1,2023-11-15,0649,Aqua,MODIS,61,61.03,292.3,6.4,D,0
106.556,-2.5376,318.1,1,1,2023-11-15,0649,Aqua,MODIS,65,61.03,287.9,10.2,D,0
106.1152,-2.6376,310.2,1,1,2023-11-15,0649,Aqua,MODIS,49,61.03,287.5,4.3,D,0
106.1974,-2.6259,312.6,1,1,2023-11-15,0649,Aqua,MODIS,54,61.03,290.4,4.8,D,0
106.1987,-2.6349,355.1,1,1,2023-11-15,0649,Aqua,MODIS,98,61.03,293.4,69.4,D,0
106.2078,-2.6336,328.9,1,1,2023-11-15,0649,Aqua,MODIS,83,61.03,292.3,21.1,D,0
106.2169,-2.6323,312.2,1,1,2023-11-15,0649,Aqua,MODIS,43,61.03,290.5,3.9,D,0
106.3425,-2.6692,323.3,1,1,2023-11-15,0649,Aqua,MODIS,71,61.03,292.2,14.6,D,0
106.5509,-2.8711,315,1.1,1.1,2023-11-20,0700,Aqua,MODIS,38,61.03,297.8,5.5,D,0
106.517,-2.8474,325.9,1.1,1.1,2023-11-20,0700,Aqua,MODIS,68,61.03,301.4,14.9,D,0
106.5164,-2.8135,328.1,1.1,1.1,2023-11-20,0700,Aqua,MODIS,78,61.03,301.4,17.8,D,0
106.362,-2.7882,327.7,1.1,1,2023-11-20,0700,Aqua,MODIS,80,61.03,299.3,20.6,D,0
106.3663,-2.7495,320.8,1.1,1,2023-11-20,0700,Aqua,MODIS,71,61.03,299,11.8,D,0
106.3565,-2.751,322.5,1.1,1,2023-11-20,0700,Aqua,MODIS,74,61.03,299,14.1,D,0
106.1242,-2.2986,324.7,1.1,1,2023-11-20,0700,Aqua,MODIS,78,61.03,296.6,16.5,D,0
105.9896,-1.5807,322.8,1,1,2023-11-29,0248,Terra,MODIS,76,61.03,296.3,14.9,D,0
105.9988,-1.5821,315.9,1,1,2023-11-29,0248,Terra,MODIS,61,61.03,297,7.8,D,0
105.9883,-1.5819,314,1.3,1.1,2023-11-29,0642,Aqua,MODIS,34,61.03,293,10.3,D,0
106.5164,-2.8389,306.1,1.2,1.1,2023-12-11,1504,Terra,MODIS,67,61.03,290.1,6.8,N,0
106.4286,-2.8094,308.6,1.9,1.3,2023-12-13,0633,Aqua,MODIS,51,61.03,282.9,9.4,D,0
106.0574,-2.3305,313.7,2,1.4,2023-12-13,0633,Aqua,MODIS,57,61.03,290.4,18.8,D,0
106.2143,-2.4244,323.1,1.9,1.3,2023-12-13,0633,Aqua,MODIS,69,61.03,287,40.9,D,0
106.0515,-2.3379,310.2,2,1.4,2023-12-13,0633,Aqua,MODIS,20,61.03,290.3,12.3,D,0
105.7722,-1.5543,315.2,1,1,2023-12-16,0659,Aqua,MODIS,58,61.03,288,9.6,D,0
106.4619,-2.489,335.2,1.2,1.1,2023-12-18,0643,Aqua,MODIS,66,61.03,297.1,36.2,D,0
106.3644,-2.5958,321.9,1.2,1.1,2023-12-18,0643,Aqua,MODIS,75,61.03,298,14.8,D,0
106.3658,-2.6056,320.1,1.2,1.1,2023-12-18,0643,Aqua,MODIS,59,61.03,297.7,12.6,D,0
106.4513,-2.4906,317.8,1.2,1.1,2023-12-18,0643,Aqua,MODIS,62,61.03,297.7,9.5,D,0
106.3537,-2.5974,327.3,1.2,1.1,2023-12-18,0643,Aqua,MODIS,80,61.03,297.7,23.2,D,0
